sale_id,parcel_id,dwelling_type,zoning_type,lot_frontage,lot_area,street_surface,alley_surface,property_shape,property_flatness,util_avail,lot_position,property_slope,ames_neighborhood,prox_to_transport,prox_to_transport_2,bldg_type,floors,house_quality,house_condition,year_built,year_remodeled,roof_style,roof_material,ext_covering,ext_covering2,masonry_veneer_type,masonry_veneer_area,exterior_quality,exterior_condition,foundation_type,basement_height,basement_condition,basement_walkouts,basement_finished_rating,finished_area,basement_finished_rating2,finished_area2,unfinished_area,total_basement_area,heating_type,heating_quality,central_air,electrical_setup,first_fl_area,second_fl_area,low_qual_finished_area,above_ground_living_area,full_bathrooms_basement,half_bathrooms_basement,full_bathrooms_above_ground,half_bathrooms_above_ground,bedrooms_above_ground,kitchens_above_ground,kitchen_quality,total_rooms_above_ground,home_functionality,number_fireplaces,fireplace_quality,garage_location,garage_yr_built,garage_finished,garage_car_capacity,garage_size,garage_quality,garage_condition,driveway_surface,wood_deck_size,open_porch_size,enclose_porch_size,three_season_porch_size,screen_porch_size,pool_size,pool_quality,fence_quality,misc_features,misc_features_value,month_sold,year_sold,sale_type,sale_price
705,902135020,20,RM,60.0,6000.0,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,N,SBrkr,936.0,0.0,0.0,936.0,0.0,0.0,1,0,2,1,TA,4,Min2,0,nan,Detchd,1974.0,Unf,2.0,576.0,TA,TA,Y,0.0,32.0,112.0,0.0,0.0,0.0,nan,nan,nan,0.0,2,2009,WD ,93000.0
357,527163040,60,RL,59.0,7837.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,799.0,799.0,GasA,Gd,Y,SBrkr,799.0,772.0,0.0,1571.0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2.0,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2009,WD ,178000.0
2133,907192120,20,RL,72.0,10665.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,440.0,1453.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0.0,1479.0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,nan,Attchd,2003.0,RFn,2.0,558.0,TA,TA,Y,144.0,29.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,6,2007,WD ,226000.0
989,924100060,60,RL,70.0,10457.0,Pave,nan,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,Ex,CBlock,TA,TA,Gd,BLQ,496.0,LwQ,288.0,0.0,784.0,GasA,Ex,Y,SBrkr,784.0,848.0,0.0,1632.0,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1969.0,RFn,2.0,898.0,TA,TA,Y,0.0,173.0,368.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,4,2009,WD ,173000.0
562,532378120,20,RL,60.0,8281.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,311.0,0.0,864.0,GasA,Gd,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1.0,360.0,TA,TA,Y,0.0,0.0,236.0,0.0,0.0,0.0,nan,GdWo,nan,0.0,12,2009,WD ,62383.0
2850,909250070,70,RL,43.0,7000.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,424.0,Unf,0.0,200.0,624.0,GasA,Ex,Y,SBrkr,743.0,736.0,0.0,1479.0,1.0,0.0,1,0,3,1,Gd,6,Typ,2,Gd,Detchd,1926.0,Unf,1.0,312.0,TA,TA,Y,530.0,0.0,56.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,5,2006,WD ,160000.0
1440,907187080,20,RL,93.0,9382.0,Pave,nan,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0.0,1479.0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,nan,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,120.0,25.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,7,2008,WD ,191000.0
2006,903201090,40,RL,55.0,6854.0,Pave,nan,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,LwQ,317.0,Rec,227.0,212.0,756.0,GasA,TA,N,FuseA,916.0,144.0,0.0,1060.0,1.0,0.0,1,0,1,1,TA,6,Mod,1,Gd,Detchd,1969.0,Unf,1.0,308.0,Fa,TA,Y,0.0,65.0,0.0,0.0,150.0,0.0,nan,nan,nan,0.0,8,2007,WD ,136500.0
248,906223090,60,RL,80.0,9938.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750.0,Unf,0.0,300.0,1050.0,GasA,Ex,Y,SBrkr,1062.0,887.0,0.0,1949.0,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2.0,574.0,TA,TA,Y,156.0,90.0,0.0,0.0,0.0,0.0,nan,GdPrv,nan,0.0,6,2010,WD ,236000.0
755,903451090,70,RM,57.0,6876.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,Unf,0.0,198.0,720.0,GasA,Fa,Y,SBrkr,1146.0,784.0,0.0,1930.0,1.0,0.0,2,0,4,1,TA,8,Typ,0,nan,Attchd,1927.0,Unf,1.0,316.0,TA,TA,Y,0.0,0.0,213.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,8,2009,WD ,149000.0
2636,902100110,70,RM,62.0,9856.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,Ex,Y,FuseA,1007.0,1007.0,0.0,2014.0,0.0,0.0,2,0,5,1,TA,8,Typ,0,nan,Detchd,1900.0,Unf,2.0,624.0,TA,TA,Y,0.0,72.0,167.0,0.0,0.0,0.0,nan,nan,nan,0.0,6,2006,WD ,169000.0
2930,924151050,60,RL,74.0,9627.0,Pave,nan,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,TA,TA,PConc,Gd,TA,Av,LwQ,758.0,Unf,0.0,238.0,996.0,GasA,Ex,Y,SBrkr,996.0,1004.0,0.0,2000.0,0.0,0.0,2,1,3,1,TA,9,Typ,1,TA,Attchd,1993.0,Fin,3.0,650.0,TA,TA,Y,190.0,48.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,11,2006,WD ,188000.0
737,903227090,50,RM,50.0,6000.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Ex,Y,FuseF,825.0,587.0,0.0,1412.0,0.0,0.0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,45.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2009,WD ,132500.0
837,907126050,20,RL,65.0,9757.0,Pave,nan,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,Y,SBrkr,990.0,0.0,0.0,990.0,1.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Attchd,1995.0,RFn,1.0,440.0,TA,TA,Y,66.0,0.0,0.0,0.0,92.0,0.0,nan,nan,nan,0.0,10,2009,WD ,143000.0
2086,905478140,20,RL,58.0,9280.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,557.0,Unf,0.0,785.0,1342.0,GasA,Ex,Y,SBrkr,1342.0,0.0,0.0,1342.0,1.0,0.0,1,0,4,1,TA,7,Typ,0,nan,Detchd,1951.0,Unf,1.0,256.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,4,2007,WD ,125000.0
189,902402130,70,RM,60.0,7740.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,622.0,622.0,GasA,Gd,Y,SBrkr,741.0,622.0,0.0,1363.0,0.0,0.0,1,0,3,1,TA,6,Typ,0,nan,Detchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,168.0,0.0,nan,nan,nan,0.0,6,2010,WD ,125500.0
635,535175030,20,RL,80.0,9600.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620.0,LwQ,620.0,0.0,1240.0,GasA,Gd,Y,SBrkr,1632.0,0.0,0.0,1632.0,1.0,0.0,2,0,3,1,TA,6,Min1,1,Gd,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,289.0,0.0,0.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,4,2009,WD ,139000.0
1612,526352080,20,RL,85.0,10667.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,TA,TA,CBlock,TA,TA,No,BLQ,838.0,Unf,0.0,749.0,1587.0,GasA,TA,Y,SBrkr,1587.0,0.0,0.0,1587.0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1971.0,Unf,2.0,525.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2007,WD ,167300.0
904,909101100,50,RL,45.0,8212.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,Y,SBrkr,854.0,444.0,0.0,1298.0,0.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,84.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,9,2009,WD ,122000.0
2487,532351090,90,RM,70.0,9100.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332.0,Unf,0.0,396.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0.0,1728.0,1.0,0.0,2,0,6,2,TA,10,Typ,0,nan,Detchd,1963.0,Unf,2.0,504.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,11,2006,ConLI,125000.0
1304,902205090,20,RM,50.0,6000.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,0.0,620.0,928.0,GasA,Gd,Y,FuseA,928.0,0.0,0.0,928.0,0.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Attchd,1957.0,Fin,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,6,2008,WD ,112500.0
2112,906394020,60,RL,78.0,9316.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,879.0,879.0,GasA,Ex,Y,SBrkr,879.0,916.0,0.0,1795.0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,nan,Attchd,2005.0,RFn,2.0,578.0,TA,TA,Y,164.0,111.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,10,2007,WD ,191000.0
1244,535180100,20,RL,75.0,9464.0,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,510.0,1080.0,GasA,Gd,Y,SBrkr,1080.0,0.0,0.0,1080.0,0.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Attchd,1958.0,Unf,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,130.0,0.0,nan,nan,nan,0.0,6,2008,WD ,136000.0
843,907175100,60,RL,80.0,10400.0,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,866.0,866.0,GasA,Ex,Y,SBrkr,866.0,913.0,0.0,1779.0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,nan,Attchd,1998.0,RFn,2.0,546.0,TA,TA,Y,198.0,36.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2009,WD ,197900.0
2689,903430090,50,RM,59.0,5310.0,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,485.0,485.0,GasA,Gd,Y,SBrkr,1001.0,634.0,0.0,1635.0,0.0,0.0,1,0,2,1,Gd,5,Typ,0,nan,Attchd,1950.0,Unf,1.0,255.0,Fa,TA,Y,394.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,6,2006,WD ,117000.0
2753,906380170,20,RL,64.0,7406.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Av,GLQ,684.0,Unf,0.0,515.0,1199.0,GasA,Ex,Y,SBrkr,1220.0,0.0,0.0,1220.0,1.0,0.0,2,0,2,1,Gd,6,Typ,0,nan,Attchd,2006.0,RFn,2.0,632.0,TA,TA,Y,105.0,54.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,7,2006,New,194000.0
1987,902206270,70,RM,57.0,9639.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1075.0,1075.0,GasA,Ex,Y,SBrkr,1156.0,642.0,0.0,1798.0,0.0,0.0,2,1,4,1,TA,7,Typ,0,nan,Detchd,1935.0,Unf,2.0,342.0,TA,TA,N,0.0,0.0,160.0,0.0,0.0,0.0,nan,MnPrv,nan,0.0,5,2007,WD ,137000.0
1930,535300040,20,RL,75.0,10050.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,928.0,1216.0,GasA,TA,Y,SBrkr,1216.0,0.0,0.0,1216.0,1.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Attchd,1955.0,RFn,1.0,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,8,2007,WD ,129500.0
1256,535375160,50,RL,45.0,7506.0,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747.0,412.0,0.0,1159.0,0.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Detchd,1932.0,Unf,1.0,288.0,Fa,TA,N,84.0,0.0,96.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2008,WD ,114000.0
1253,535352080,50,RL,80.0,8480.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,390.0,832.0,GasA,TA,Y,SBrkr,832.0,384.0,0.0,1216.0,0.0,0.0,1,0,2,1,TA,6,Typ,0,nan,Detchd,1947.0,Unf,1.0,336.0,TA,TA,Y,158.0,0.0,102.0,0.0,0.0,0.0,nan,nan,nan,0.0,10,2008,COD,118500.0
1337,903227080,50,RM,50.0,6000.0,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,862.0,862.0,GasA,TA,Y,SBrkr,950.0,208.0,0.0,1158.0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,1929.0,RFn,1.0,208.0,TA,TA,Y,0.0,0.0,112.0,0.0,0.0,0.0,nan,nan,nan,0.0,7,2008,WD ,120000.0
1788,528439040,20,RL,74.0,8847.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,Av,GLQ,769.0,Unf,0.0,769.0,1538.0,GasA,Ex,Y,SBrkr,1538.0,0.0,0.0,1538.0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,nan,Attchd,2005.0,RFn,2.0,484.0,TA,TA,Y,146.0,40.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,12,2007,WD ,260000.0
1669,527404140,20,RL,70.0,8294.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,TA,Y,SBrkr,872.0,0.0,0.0,872.0,0.0,0.0,1,0,3,1,TA,5,Typ,0,nan,Detchd,1974.0,Unf,4.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,GdWo,nan,0.0,6,2007,WD ,123000.0
919,909257050,70,RL,53.0,10918.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,Ex,Y,SBrkr,1276.0,804.0,0.0,2080.0,0.0,0.0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,1.0,282.0,TA,TA,Y,0.0,0.0,0.0,0.0,145.0,0.0,nan,MnPrv,nan,0.0,6,2009,WD ,234000.0
2804,907290230,120,RM,37.0,4435.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2006,WD ,155900.0
2074,905352180,60,RL,97.0,10029.0,Pave,nan,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831.0,Unf,0.0,320.0,1151.0,GasA,TA,Y,SBrkr,1164.0,896.0,0.0,2060.0,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1988.0,Unf,2.0,521.0,TA,TA,Y,0.0,228.0,0.0,0.0,192.0,0.0,nan,nan,nan,0.0,9,2007,WD ,211000.0
1039,527427110,120,RH,34.0,4060.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266.0,Unf,0.0,1139.0,1405.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0.0,1337.0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,nan,Attchd,1998.0,Fin,2.0,511.0,TA,TA,Y,144.0,68.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,8,2008,COD,181000.0
1210,534401130,80,RL,82.0,9020.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312.0,ALQ,539.0,276.0,1127.0,GasA,TA,Y,SBrkr,1165.0,0.0,0.0,1165.0,1.0,0.0,1,1,3,1,TA,6,Typ,0,nan,Attchd,1966.0,RFn,2.0,490.0,Gd,Gd,Y,0.0,129.0,0.0,0.0,0.0,0.0,nan,GdPrv,nan,0.0,5,2008,WD ,174900.0
2710,905103140,80,RL,96.0,11777.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,551.0,285.0,1164.0,GasA,Ex,Y,SBrkr,1320.0,0.0,0.0,1320.0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,2.0,564.0,TA,TA,Y,160.0,68.0,240.0,0.0,0.0,0.0,nan,nan,nan,0.0,5,2006,WD ,164500.0
44,528138060,20,RL,70.0,10171.0,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,Unf,0.0,1515.0,1517.0,GasA,Ex,Y,SBrkr,1535.0,0.0,0.0,1535.0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,nan,Attchd,2004.0,RFn,2.0,532.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2010,WD ,214000.0
1026,527354160,60,RL,80.0,10400.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,Unf,0.0,738.0,738.0,GasA,TA,Y,SBrkr,1277.0,767.0,0.0,2044.0,0.0,0.0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1980.0,Unf,2.0,489.0,TA,TA,Y,28.0,73.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,3,2008,WD ,185000.0
1343,903231080,50,RM,52.0,6240.0,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Ex,Y,SBrkr,624.0,512.0,0.0,1136.0,0.0,1.0,1,0,2,1,TA,6,Typ,0,nan,Detchd,1990.0,Unf,1.0,336.0,TA,TA,Y,0.0,365.0,80.0,0.0,0.0,0.0,nan,nan,nan,0.0,8,2008,WD ,123000.0
2641,902106040,70,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,Unf,0.0,712.0,728.0,GasA,Ex,Y,SBrkr,832.0,809.0,0.0,1641.0,0.0,1.0,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2.0,546.0,Fa,TA,Y,0.0,0.0,234.0,0.0,0.0,0.0,nan,nan,nan,0.0,8,2006,WD ,178000.0
